"name","address","www","email","phone","rector","sun","week","fest","url"
"Parafia pw. Imienia Maryi","60-431 Poznań, ul. Santocka 15","","","61 841-12-94","ks. Mariusz  Mazur CR","8:00, 9:30, 11:00, 12:15, 18:00","7:00, 8:00, 18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=203"
"Parafia pw. Maryi Królowej","61-588 Poznań, Rynek Wildecki 4","www.parafia-maryi-krolowej.poznan.pl","parmwild@archpoznan.pl","61 833-15-90","ks. Marcin  Węcławski","8:00, 9:30, 11:00, 12:15, 15:00, 17:00, 18:30, 21:00; sobota - 18:30","7:00, 8:00, 12:00, 18:30","7:00, 8:00, 12:00, 18:30, 21:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=248"
"Parafia pw. Matki Boskiej Bolesnej","60-265 Poznań, ul. Głogowska 97/5","www.mbbolesna-poznan.org","mbbolesna@archpoznan.pl","61 866-54-82","ks. Eugeniusz  Antkowiak","sobota: godz. 18.00 (X-III) godz. 19.00 (IV-IX) niedziela godz. 7.00, godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 15.00, godz. 19.00","godz. 7.00, 8.00, godz. 19.00 (IV-IX) godz. 18.00 (X-III)","godz. 7.00, godz. 8.00, godz. 10.00, godz. 18.00, godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=211"
"Parafia pw. Matki Boskiej Królowej Korony Polskiej","61-321 Poznań, ul. Jarosławska 5","www.parafia.krzesiny.com.pl","","61 879-80-70","ks. Antoni  Klupczyński","godz. 8.00, godz. 10.00, godz. 11.30, godz. 19.30; adoracja indywidualna 20.15-21.00","poniedziałek godz. 8.00, pozostałe dni godz. 18.00","godz. 8.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=255"
"Parafia pw. Matki Bożej Zwycięskiej","61-649 Poznań, os. Zwycięstwa 123","www.mbzwycieska.pl","mbzwycieska@archpoznan.pl","61 823-00-19","ks. Zbigniew  Orłowski","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=264"
"Parafia pw. Matki Bożej Częstochowskiej","61-619 Poznań, ul. Naramowicka 156","www.mbcz.poznan.pl","","61 820-45-04","ks. Mieczysław  Nowak","godz. 7.30, godz. 10.00, godz. 11.15, godz. 12.45, godz. 18.00, godz. 19.15 (od września do czerwca; w lipcu i sierpniu godz. 20.30)","godz. 7.00, godz. 18.00","godz. 7.00, godz. 10.00, godz. 18.00, godz. 20.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=228"
"Parafia pw. Matki Bożej Nieustającej Pomocy, św. Marii Magdaleny i św. Stanisława Bpa","61-779 Poznań, ul. Klasztorna 11","","","61 852-69-50","ks. Mateusz  Misiak","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=247"
"Parafia pw. Matki Bożej Pocieszenia","60-471 Poznań, ul. Kartuska 33","www.mbpocieszenia.pl","mbpocieszenia@archpoznan.pl","61 822-11-99","ks. Rafał  Pierzchała","godz. 8.00, godz. 9.30 - dla młodzieży, godz. 11.00, godz. 12.30 - dla dzieci, godz. 18.00; w lipcu i sierpniu nie ma Mszy św. o godz. 12.30; w każdą pierwszą niedzielę miesiąca Msza św. na cmentarzu parafialnym przy ul. Borówkowej w Suchym Lesie o godz. 16:00","godz. 8.00, godz. 18.00; w każdą sobotę o godz. 8.00 Msza św. w kaplicy Sióstr Dominikanek ul. Kartuska 15 (nie ma wówczas Mszy św. o godz. 8.00 w kościele)","godz. 8.00, godz. 10.00, godz. 17.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=263"
"Parafia pw. Matki Bożej Różańcowej","61-059 Poznań, ul. Warpińska 22-24","","","61 876-85-04","ks. Piotr  Ratajczak","9:00, 11:00; Wielki Post - 9:00, 11:00, 15:00","18:00","9:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=219"
"Parafia pw. Matki Odkupiciela","60-681 Poznań, os. Wł. Jagiełły 105","www.mo.archpoznan.pl","","61 822-56-22","ks. Mariusz  Rybacki","godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 18.00","godz. 8.00, godz. 18.00","godz. 8.00, godz. 10.00, godz. 17.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=227"
"Parafia pw. Miłosierdzia Bożego","60-688 Poznań, os. Jana III Sobieskiego 116","www.milosierdzie.poznan.pl","","61 823-52-21","ks. Henryk  Ogrodnik","godz. 7.30, godz. 8.30, godz. 10.00, godz. 11.15, godz. 12.30, godz. 15.30, godz. 20.00","godz. 8.00, godz. 18.30","godz. 8.00, godz. 10.00, godz. 18.30, godz. 20.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=226"
"Parafia pw. Najświętszego Serca Jezusa i św. Floriana","60-536 Poznań, ul. Kościelna 3","www.nsj.org.pl","nsj@archpoznan.pl","61 841-77-77","ks. Roman  Kubicki","godz. 7.30, godz. 9.00, godz. 10.15, godz. 11.30, godz. 13.00, godz. 18.00, 19.30","godz. 7.00, godz. 8.00, godz. 18.00","godz. 7.00, godz. 8.00, godz. 9.00, godz. 10.15, godz. 17.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=202"
"Parafia pw. Najświętszego Zbawiciela","61-701 Poznań, ul. Fredry 11","www.fredry.pl","parafia@fredry.pl","61 852-43-21","ks. Paweł  Pacholak","7:00, 8:30, 10:00, 11:30, 13:00, 19:00","7:15, 18.00, 19:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=246"
"Parafia pw. Najświętszej Bogarodzicy Maryi","61-249 Poznań, os. Stare Żegrze 18","www.zegrze.info","szymczak@archpoznan.pl","61 879-69-44","ks. Henryk  Szymczak","godz. 7.00, godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.30, godz. 15.00, godz. 18.30, godz. 20.30","godz. 7.00, godz. 17.30, godz. 18.30 piątek godz. 20.00","godz. 7.00, godz. 9.00, godz. 17.30, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=237"
"Parafia pw. Narodzenia Pańskiego","60-687 Poznań, os. Stefana Batorego 113","www.parafianarodzenia.pl","betlejem@archpoznan.pl","61 821-72-31","ks. Jan  Lesiński","godz. 8.00, godz. 9.30 (młodzież) godz. 11.00 (dzieci) godz. 12.15 i godz. 18.00 (VII i VIII godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 20.30)","godz. 8.00, godz. 18.00","godz. 8.00, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=225"
"Parafia pw. Nawiedzenia Najświętszej Maryi Panny","61-382 Poznań, os. Bohaterów II Wojny Światowej 88","www.nawiedzenie-poznan.pl","","61 879-22-08, 609-686-990","ks. Jacek  Markowski","godz. 7.30, godz. 9.00, godz. 10.30, 11.00 (dolny kościół - dla dzieci) godz. 12.00, godz. 19.00 (dolny kościół - dla młodzieży) (w sobotę Msza św. niedzielna godz. 19.00)","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=236"
"Parafia pw. Nawrócenia św. Pawła","61-159 Poznań, os. Piastowskie 79","www.szawel.pl","szawel@archpoznan.pl","61 877-07-33","ks. Tadeusz  Magas","godz. 7.00, godz. 8.30, godz. 10.00, godz. 11.30, godz. 13.00, godz. 18.00(październik-marzec), godz.19.00(kwiecień-wrzesień)","godz. 8.00, godz. 18.00(październik-marzec), godz.19.00(kwiecień-wrzesień)","godz. 8.0, godz. 9.30, godz. 16.00, godz. 17.30, godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=235"
"Parafia pw. Najświętszej Maryi Panny Matki Kościoła","64-406 Poznań, ul. Szenwalda 5","www.filipini.poznan.pl","parafia@filipini.poznan.pl","61 830-55-21","ks. Sławomir  Ratajczak COr.","godz. 18.30 (sobota); niedziela godz. 7.00,  godz.z 9.00, godz. 10.15, godz. 11.30. godz. 17.00","godz. 7.00, godz. 18.30","godz. 7.00, godz. 10.00, godz. 17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=210"
"Parafia pw. NMP Niepokalanie Poczętej","61-012 Poznań, ul. Mariacka 15","www.niepokalana.org.pl","","61 878-09-24","ks. Jan  Bartkowiak","7:30, 9:00, 10:30, 12:00, 18:00; Bogucin: 9:00","7:30, 17:30; Bogucin: śr., pt., sob. - 19:00","7:00, 17:30, 18:30; Bogucin: 19:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=218"
"Parafia pw. Najświętszej Maryi Panny z La Salette","60-176 Poznań, ul. Małoszyńska 27","www.lasalette.msf.opoka.org.pl","poznan-parafia@msf.opoka.org.pl","61 862-03-20","ks. Bogusław  Kudla MSF","09.00,10.30,12.00, 21.00","08.00, 18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=209"
"Parafia pw. Objawienia Pańskiego","60-183 Poznań, ul. Miastkowska 128-132","www.objawieniapanskiego.pl","trzejkrolowie@o2.pl","61 868-23-05","ks. Szymon  Likowski","8:00, 9:30, 11:00, 12:30, 18:00; lipiec i sierpień: 8:00, 9:30, 11:00, 20:00","18:00, 19:00; we wtorki i czwartki także o 6:45; w soboty: 7:30, 18:00; lipiec i sierpień: tylko 18:00","9:00, 18:00, 19:00; przypadające na sobotę: 8:00, 10:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=201"
"Parafia pw. Ofiarowania Pańskiego","61-478 Poznań, ul. Bluszczowa 14","http://parafiaofiarowania.pl","ofiarowanie@archpoznan.pl","61 830-19-08","ks. Józef  Matuszewski","8:00, 9:30, 11:00, 12:30; w lipcu i sierpniu: 8:00, 9:30, 11:00","pon., śr., i pt.: 8:00; wt., czw., i sob.: 18:00; V, VI, X, XII: 18:00","8:00, 16:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=245"
"Parafia pw. Opatrzności Bożej","60-681 Poznań, ul. Ks. Gieburowskiego 6","","","61 822-38-47","ks. Wojciech  Wolniewicz","godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 18.00","8.00, godz. 18.00","godz. 8.00, godz. 10.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=224"
"Parafia pw. Pierwszych Polskich Męczenników","61-255 Poznań, os. Tysiąclecia 73","www.ppmeczennikow.parafia.info.pl","chartowoppm@archpoznan.pl","61 874-90-63","ks. Maciej  Jankowiak","godz. 7.30, godz. 9.30 (dla młodzieży), godz. 11.00 (dla dzieci) godz. 12.30, godz. 19.00 (lipiec sierpień godz. 7.30, godz. 10.00, godz. 12.00, godz. 19.00)","","godz. 8.00, godz. 10.00, godz. 17.00, godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=234"
"Parafia pw. Podwyższenia Krzyża Świętego","60-514 Poznań, ul. Szamarzewskiego 3","http://parafiagarnizonowapoznan.pl","","723-44-10-00","ks. Mariusz  Stolarczyk","8:00, 9:30, 11:00, 12:15, 19:00","8:00, 18:00","8:00, 9:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=200"
"Parafia pw. Ścięcia św. Jana Chrzciciela (Chojnica-Morasko)","61-680 Poznań, ul. Sióstr Misjonarek 8","","","697-002-333","ks. Tomasz  Kulka","9.00, 11.00","18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1218"
"Parafia pw. św. Andrzeja Apostoła","61-312 Poznań, ul. Spławie 86","www.splawie.archpoznan.pl","","61 879-80-32","ks. Waldemar  Szkudlarek","sobota 18.30; niedziela 8.00, 10.00, 11.30, 12.30 (z wyj. lipca i sierpnia), 17.00 (z  wyj. lipca i sierpnia), 20.00","pon -pt 17.30, 18.30, sob 8.00","9.00, 17.30, 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=254"
"Parafia pw. św. Andrzeja Boboli","60-163 Poznań, ul. Junikowska 48","www.parafiajunikowo.archpoznan.pl","parafiajunikowo@archpoznan.pl","61 868-56-20","ks. Grzegorz  Piotrowski","godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.30","godz. 7.00, godz. 18.30","godz. 7.00, godz. 8.00, godz. 17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=208"
"Parafia pw. św. Anny","60-744 Poznań, ul. Limanowskiego 13","www.swanna.tami.pl","swanna@tami.pl","61 223-01-30","ks. Marek  Balcer","godz. 7.30, godz. 9.30, godz. 11.00, godz. 12.30, godz. 18.00, godz. 20.00","godz. 7.30, godz. 18.00","godz. 7.30, godz. 9.30, godz. 18.00, godz. 20.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=207"
"Parafia pw. św. Antoniego Padewskiego","61-339 Poznań, ul. Św. Antoniego 50","www.sw-antoni.com","","61 879-31-84","ks. Rafał  Czerniejewski","","godz. 7.00, godz. 18.00 (latem - bez godz. 7.00, VII, VIII)","godz. 7.30, godz. 9.00, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=253"
"Parafia pw. św. Apostołów Piotra i Pawła","61-109 Poznań, ul. Ostrów Tumski 17","www.katedra.archpoznan.pl","parkat@archpoznan.pl","61 852-96-42","ks. Ireneusz  Szwarc","8:00, 10:00, 12:15, 19:00, 20:30; św. Małgorzata: 9:00, 11:00","8:00, pt. i sb. także 18:00; św. Małgorzata: 8:30, 18:00","8:00, 19:00; św. Małgorzata: 8:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=217"
"Parafia pw. św. Cyryla i Metodego","60-409 Poznań, ul. Stanisława Wigury 5","www.cyrylaimetodegopoznan.pl","cyrmet-poz@archpoznan.pl","61 848-07-61","ks. Ryszard  Strugała","godz. 7.30 (godz.8.00-od Adwentu do Wielkanocy) godz. 9.30, godz. 11.00, godz. 12.30 (z wyjątkiem VII i VIII); godz. 18.30","godz. 7.30 (w pn. w kaplicy Sióstr); godz. 18.30 w lipcu i sierpniu pn. godz. 7.30, od wtorku do soboty o godz. 18.30","godz. 7.30, godz. 17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=199"
"Parafia pw. św. Franciszka Serafickiego","61-867 Poznań, ul. Garbary 22","www.franciszkanie.poznan.pl","psfs@archpoznan.pl","61 851-26-00","ks. Tadeusz  Ossowski OFM","7:00, 9:00, 11:00, 12:30, 18:00, 20:30","7:00, 8:00, 9:00, 18:00","7:00, 8:00, 9:00, 11:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=244"
"Parafia pw. św. Jadwigi Królowej Wawelskiej","61-606 Poznań, ul. Paczoskiego 7","www.jadwiga.poznan.pl","tchr@neostrada.pl","61 825-72-36","ks. Zbigniew  Regucki SChr","7:00, 9:00 &#8211; Msza św. dla rodzin (z udziałem młodzieży gimnazjalnej), 10:30 &#8211; Msza św. dla rodzin (z udziałem dzieci), 12:00 &#8211; Suma parafialna, 18:00 &#8211; Msza św. dla młodzieży (w okresie wakacyjnym - godz. 20:00)","8:00 (w okresie Adwentu &#8211; Roraty o godz. 6:00), 18:00","8:00, 12:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=223"
"Parafia pw. św. Jadwigi Śląskiej","60-175 Poznań, ul. Cyniowa 15","http://jadwigaslaska.pl","","61 867-38-92","ks. Benedykt  Glinkowski","godz. 8.00, godz. 9.30, godz. 11.00, godz. 17.00","godz. 8.00, godz. 18.00","godz. 8.00, godz. 16.30, godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=277"
"Parafia pw. św. Jakuba Większego Ap.","61-329 Poznań, ul. Głuszyna 150a","www.jakubapostol.org","biuro@jakubapostol.org","61 878-80-10","ks. Jan  Ciesiółka","8:00, 9:40, 11:00, 12:30 - dla dzieci (oprócz VII i VIII), 18:00 (VII i VIII 19.00)","I: pn.-pt.: 9:00; sb.: 18:00; III-VI i IX-XII: pn.- pt.: 17:00, 18:00; sb.:18:00; VII-VIII: pn.-sb.: 18:00","10:00, 17:00, 18:00; w soboty: 10:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=252"
"Parafia pw. św. Jana Ap. i Ewangelisty","61-370 Poznań, ul. Forteczna 53","www.swjan.tami.pl","swjan@tami.pl","61 879-24-84","ks. Waldemar  Szlachetka","godz. 9.00, godz. 10.30, godz. 12.00 - dla dzieci, godz. 19.00","godz. 18.00","godz. 9.00, godz. 16.30 - dla dzieci, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=233"
"Parafia pw. św. Jana Bosko","60-658 Poznań, ul. Warzywna 17","www.winogrady.salezjanie.pl","zkasperski@salezjanie.pl","61 820-11-32","ks. Zbigniew  Kasperski SDB","","Dolny Kościół: 6:30, 8:00, 12:00, 18:00","6:30, 8:00, 12:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=262"
"Parafia pw. św. Jana Jerozolimskiego za Murami","61-113 Poznań, ul. Świętojańska 1","www.janjerozolimski.archpoznan.pl","","61 877-17-17","ks. Paweł  Deskur","7:30, 9:00, 10:30, 12:00, 15:00 - dla niesłyszących, 17:00","7:30, 18:30","7:30, 9:00, 17:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=216"
"Parafia pw. św. Jana Kantego","60-311 Poznań, ul. Grunwaldzka 86","www.jankanty.info.pl","","61 867-30-76","ks. Andrzej  Marciniak","godz. 18.30 (sobota); godz. 6.30, godz.8.00, godz. 9.30, godz. 10,00 (młodzież) godz. 11.00 dzieci, godz. 12.30, godz. 18.30","godz. 7.00, godz. 8.00, godz. 18.30","godz. 7.00, godz. 8.00, godz. 9.00, godz. 17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=198"
"Parafia pw. św. Jana Vianneya","60-623 Poznań, ul. Podlaska 10","www.jmv-solacz.pl","jmv@jmv-solacz.pl","61 847-06-87","ks. Bogdan  Reformat","7.30, 9.00, 10.00, 11.15, 12.30 i 18.30","7.00, 18.30","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=261"
"Parafia pw. św. Jerzego","60-389 Poznań, ul. Swoboda 43a","www.swjerzy-poznan.net","parjerzy@mail.icpnet.pl","61 867-17-81","ks. Stefan  Komorowski","7:00, 8:00, 9:30, 11:00, 12:30, 15:30, 19:00; wakacje: 8:00, 9:30, 11:00, 12:30, 19:00","7:00, 8:00, 19:00; wakacje: 8:00, 19:00","7:00, 8:00, 9:30, 11:00, 17:00, 19:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=197"
"Parafia pw. św. Józefa","61-307 Poznań, ul. Agrestowa 19","","","61 879-83-38","ks. Bolesław  Starosolski","sb. godz. 18.00, nd. godz. 9.00, godz. 11.00, godz. 17.00","godz. 18.00, czwartek (poza V, X, i XII) godz. 8.00","godz. 11.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=251"
"Parafia pw. św. Karola Boromeusza","61-638 Poznań, os. Pod Lipami 100","www.boromeusz.pl","parafia@boromeusz.pl","662 589-800","ks. Grzegorz  Szafraniak","8:00, 9:30, 11:00, 12:15, 18:00, 19:30","8:00, 18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=407"
"Parafia pw. św. Łukasza","61-245 Poznań, os. Rusa 59","www.lukasz.archpoznan.pl","parlukas@archpoznan.pl","61 877-97-81","ks. Krzysztof  Wróbel","godz. 7.30, godz. 8.45, godz. 10.00, godz. 11.15, godz. 12.15, godz. 18.30; w VII i VIII godz. 7.30, godz. 8.45, godz. 10.00, godz. 12.15, godz. 20.30","godz. 7.30, godz. 18.30","godz. 7.30, godz. 10.00, godz. 17.00, godz. 18.30, w święta Trzech Króli i w środę popielcową godz. 20.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=232"
"Parafia pw. św. Marcina","61-803 Poznań, ul. Św. Marcin 13","www.swmarcin.d2.pl","","61 852-32-63","ks. Czesław  Grzelak","godz. 7.00, godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.30, godz. 18.00","godz. 8.00, godz. 18.00","godz. 7.00, godz. 8.00, godz. 9.30, godz. 17.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=243"
"Parafia pw. św. Marka Ewangelisty","61-291 Poznań, os. Czecha 110","www.swmarek-poz.archpoznan.pl","marklim@archpoznan.pl","61 870-60-01","ks. Marian  Klimek","godz. 18.00, godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.00, godz. 18.00, godz. 19.00","godz. 7.30, godz. 18.00","godz. 7.30, godz. 9.00, godz. 16.00, godz. 17.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=231"
"Parafia pw. św. Mateusza Ap. i Ewangelisty","61-251 Poznań, os. Orła Białego 1/2","www.mateusz.poznan.pl","piotr@mateusz.poznan.pl","61 879-57-25","ks. Piotr  Bydałek","godz. 7.30, godz. 8.30, godz. 10.00 - dzieci, godz. 11.00, godz. 12.30, godz. 15.00 - chrzty, godz. 20.00 - młodzież (w VII i VIII nie ma Mszy św. o godz. 15.00)","godz. 8.00, godz. 18.00","godz. 8.00, godz. 11.00, godz. 17.00, godz. 18.00, godz.20.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=230"
"Parafia pw. św. Michała Archanioła","60-788 Poznań, ul. Stolarska 7","www.swietymichalarchaniol.pl","","61 866-24-66","ks. Eugeniusz  Guździoł","7:30, 9:00, 10:30 (dla dzieci), 12:00, 15:00, 18:00 (dla młodzieży), 21:00 - w lipcu i sierpniu","7:30, 18:00","7:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=196"
"Parafia pw. św. Michała Archanioła i Wniebowzięcia NMP (Kiekrz)","60-480 Poznań, Chojnicka 41","www.parafia-kiekrz.pl","michael@parafia-kiekrz.pl","61 848-26-51","ks. Rafał  Krakowiak","8:00, 9:30, 11:00, 12:30, 20:00","18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1202"
"Parafia pw. św. Moniki","60-463 Poznań, ul. Biskupińska 29","www.swmonika.archpoznan.pl","swmonika@archpoznan.pl","503-787-400","ks. Szczepan  Łakomy","9.00, 11.30, 19.00; sobota godz. 19.00","18.00","7.00, 9.00, 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1219"
"Parafia pw. św. Ojca Pio z Pietrelciny","60-461 Poznań, ul.. Wańkowicza 2a","www.pio.archpoznan.pl","o.pio@archpoznan.pl","61 840-90-86","ks. Andrzej  Herkt","8.00, 9.30, 11.00, 12.15, 18.30 (VII/VIII zamiast 18.30 o 20.00)","18.30, w środy także o 9.00","9.00, 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=260"
"Parafia pw. św. Rocha","61-142 Poznań, ul. Św. Rocha 10","www.swroch.archpoznan.pl","","61 877-12-82","ks. Piotr  Garstecki","7:00, 8:00, 9:30, 11:00, 12:15, 15:00, 18:00, 20:00","7:00, 8:00, 18:00","7:00, 8:00, 10:00, 16:00, 17:00, 18:00, 20:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=215"
"Parafia pw. św. Stanisława Bpa i M.","60-682 Poznań, os. B. Śmiałego 122","www.stanislawbpm.archpoznan.pl","stanislawbpm@archpoznan.pl","61 823-72-42","ks. Waldemar  Kasprzak","godz. 8.00, 9.30 (dla młodzieży) godz. 11.00 (dla dzieci, godz. 12.30, godz. 18.30; podczas wakacji: godz. 8.00, godz. 10.00, godz. 12.00, godz. 18.30","godz. 8.00, godz. 18.30","godz. 8.00, 17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=222"
"Parafia pw. św. Stanisława Kostki","60-653 Poznań, ul. Rejtana 8","www.stanislawkostka.pl","stanislawkostka@archpoznan.pl","61 823-35-87","ks. Krzysztof  Skowroński","sobota godz. 18.30; niedziela godz. 7.00, godz. 8.00, godz. 9.30, godz. 11.00 (dla dzieci) godz. 12.30, godz. 15.00, godz. 17.00 9dla młodzieży) godz. 18.30, godz. 20.00 (dla młodzieży studiującej) dodatkowo: w kaplicy św. Michała Archanioła godz. 9.45 dla m. dzieci, godz. 11.00)","godz. 7.00, godz. 8.00, godz. 18.30","godz. 7.00, godz. 8.00, godz. 9.30, godz. 18.30, godz. 20.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=259"
"Parafia pw. św. Wawrzyńca","60-357 Poznań, ul. Przybyszewskiego 30","www.poznan.pallotyni.info","wawrzyniec@sac.org.pl","61 867-21-17","ks. Adam  Kamizela SAC","6:30 &#8211; recytowana, 8:00, 9:30 &#8211; dla gimnazjalistów i licealistów, 11:00 &#8211; dla rodzin z dziećmi w wieku szkolnym, 12:30 &#8211; suma, 16:00 &#8211; dla rodziców z dziećmi w wieku przedszkolnym (z wyjątkiem lipca i sierpnia), 17:00 (z wyjątkiem lipca i sierpnia), 19:00 &#8211; dla studentów","6:30 &#8211; recytowana, 7:30, 15:00 (z Koronką do Miłosierdzia Bożego), 19:00","6:30 &#8211; recytowana, 7:30, 15:00 (z Koronką do Miłosierdzia Bożego), 19:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=195"
"Parafia pw. św. Wojciecha","61-748 Poznań, Wzgórze Św. Wojciecha 1","www.swietywojciech.archpoznan.pl","swietywojciech@archpoznan.pl","61 851-90-12","ks. Jacek  Stawik","sob.: 18:30; nd.: 08:00, 09:30, 11:00, 12:15, 18:00, 20:15 (akademicka)","08:30, 18:30","08:30, 10:00, 17:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=242"
"Parafia pw. Świętego Krzyża","60-123 Poznań, ul. Częstochowska 16","www.swietykrzyz.org.pl","","61 862-72-22","ks. Sławomir  Baraniak","8:00, 9:30, 11:00, 12:30, 15:00 (z wyjątkiem lipca i sierpnia), 18:30, 20:30 (tylko w lipcu i sierpniu)","8:00, 18:30","8:00, 9:30, 17:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=206"
"Parafia pw. Świętej Rodziny","60-142 Poznań, Promienista 131","www.swietarodzina.com","swieta_rodzina@poczta.onet.pl","61 867-00-66","ks. Stanisław  Walewicz","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=205"
"Parafia pw. Świętej Trójcy","61-469 Poznań, ul. 28 Czerwca 1956 nr 295","www.swtrojca.archpoznan.pl","trojcapoznan@archpoznan.pl","61 830-17-85","ks. Marek  Matyba","godz. 7.00, godz. 8.45, godz. 10.00, godz. 11.15 dla dzieci, godz. 12.30, godz. 15.00, godz. 19.00 dla młodzieży; w wakacje wypada o godz. 12.30, godz. 15.00 a jest o godz. 21.00","godz. 7.00, godz. 8.00, godz. 17.30, godz. 18.30","godz. 7.00, godz. 8.00, godz. 10.00, godz. 16.00, godz. 17.00 dla dzieci, godz. 19.00 dla młodzieży","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=241"
