"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url","about"
"Bobolin Kościół filialny","","Bobolin","","","wojciechjazniewicz@interia.pl",""," Wojciech  Jaźniewicz","12:00,","Śr. 17:00,; ","","53.39583,14.39149","http://szczecin.kuria.pl/wspolnoty/koscioly/Bobolin-Kosciol-filialny-_732","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/732.jpg"
"Kościół parafialny pw św. Antoniego Padewskiego","","Buk","ul. Buk 33, 72-003 Dobra Szczecińska","buk.eparafia.pl","kontakt@buk.eparafia.pl","kom. 507025846"," Grzegorz  Gierek","12:00,","Śr. 18:00,; Pt. 18:00,; ","","53.49854,14.35584","http://szczecin.kuria.pl/wspolnoty/koscioly/Buk-Kosciol-parafialny-pw-sw-Antoniego-Padewskiego_723","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d06_bu29.jpg"
"Kościół parafialny pw Matki Bożej Królowej Świata","","Dobra Szczecińska","ul. Klasztorna 1, 72-003 DOBRA SZCZECIŃSKA","dobra.franciszkanie.pl","dobra@franciszkanie.gdansk.pl","91/311-34-50"," Bogdan  Wroński","9:00,, 10:30,, 12:00,, 14:00,, 18:00,","18:00,","","53.488056,14.384444","http://szczecin.kuria.pl/wspolnoty/koscioly/Dobra-Szczecinska-Kosciol-parafialny-pw-Matki-Bozej-Krolowej-Swiata_722","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d06_60.jpg"
"Kościół parafialny pw Chrystsa Króla Wszechświata","","Dołuje","ul. Daniela 18, 72-002 DOŁUJE","www.parafiadoluje.pl","jang44@wp.pl","kom. 603/26.47.21"," Jan  Gierlach","8:00,, 12:30,, 18:00,","18:00,","","53.43368668398195,14.408290386199951","http://szczecin.kuria.pl/wspolnoty/koscioly/Doluje-Kosciol-parafialny-pw-Chrystsa-Krola-Wszechswiata_872","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/zdjecie_kosciola_1.jpg"
"Kościno Kościół filialny","","Kościno","ul. Daniela 18, 72-002 DOŁUJE","www.parafiadoluje.pl","jang44@wp.pl","kom. 603/26.47.21"," Jan  Gierlach","11:00,","Wt. 17:00,; ","","53.42243574376238,14.376018047332764","http://szczecin.kuria.pl/wspolnoty/koscioly/Koscino-Kosciol-filialny-_874","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/kosiol_koscino.jpg"
"Kościół parafialny pw MB Bolesnej","","Mierzyn","ul. Welecka 17, 72-006 SZCZECIN","www.parafiamierzyn.ovh.org/","parafiamierzyn@wp.pl","91/483-12-85"," Zbigniew  Wyka","7:00,, 9:00,, 10:30,, 12:00,, 13:30,, 16:00,, 18:00,, 19:30,","07:00, 18:00,","","53.43032,14.46214","http://szczecin.kuria.pl/wspolnoty/koscioly/Mierzyn-Kosciol-parafialny-pw-MB-Bolesnej_729","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m06_41.jpg"
"Stobno Kościół filialny","","Stobno","","","wojciechjazniewicz@interia.pl",""," Wojciech  Jaźniewicz","9:00,","Cz. 17:00,; ","","53.41374,14.43123","http://szczecin.kuria.pl/wspolnoty/koscioly/Stobno-Kosciol-filialny-_731","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/731.jpg"
"Stolec Kościół filialny pw św. Maksymiliana M. Kolbego","","Stolec","ul. Buk 33, 72-003 Dobra Szczecińska","buk.eparafia.pl","kontakt@buk.eparafia.pl","kom. 507025846"," Grzegorz  Gierek","09:30,","Wt. 18:00,; ","","53.55752,14.31425","http://szczecin.kuria.pl/wspolnoty/koscioly/Stolec-Kosciol-filialny-pw-sw-Maksymiliana-M-Kolbego_725","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d06_st47.jpg"
"Kościół parafialny pw Świętej Trójcy","","Szczecin","ul. Żołnierska 1a, 71-210 SZCZECIN","www.swietatrojca.szczecin.pl","biuro@swietatrojca.szczecin.pl","91/487-80-58"," Czesław  Kółko","8:00,, 9:30,, 11:00,, 12:30,, 13:30,, 18:00,, 19:30,","Pn. 08:00, 18:00,; Wt. 08:00, 18:00,; Śr. 08:00, 18:00,; Cz. 08:00, 18:00,; Pt. 08:00, 18:00,; So. 8:00,, 18:00,, 19:00,; ","","53.44934,14.48593","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Swietej-Trojcy_733","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz08_31.jpg"
"Kościół parafialny pw św. Ottona","","Szczecin","ul. Plac św. Ottona 1, 71-250 SZCZECIN","www.otton.eparafia.pl","","91/439-09-96"," Jan  Zapartek","7:00,, 8:30,, 10, 11:30,, 13:00,, 16:00,, 18:00,","6:30,, 8:00,, 18:00,","","53.45182,14.49908","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Ottona_734","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz11_71.jpg"
"Kościół parafialny pw Świętego Krzyża","","Szczecin","ul. H. Wieniawskiego 4, 71-142 SZCZECIN","www.krzyz.szczecin.pl","parafia@krzyz.szczecin.pl","91/487-33-63"," Piotr  Kordula","7:00,, 8:30,, 10:00, (z udziałem młodzieży), 11:30, (z udziałem dzieci), 13:00,, 17:00,, 18:30,","6:30,, 7:00,, 9:00,, 18:00,","","53.44056,14.50950","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Swietego-Krzyza_736","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz14_126.jpg"
"Kościół parafialny pw św. Jana Bosko","","Szczecin","ul. Witkiewicza 64, 71-125 SZCZECIN","www.janbosko.szczecin.pl/","szczecin-jb@salezjanie.pl","91/486-04-81, fax. 91/486-04-81/wew.132"," Mariusz  Wencławek","6:30,, 8:00,, 9:15,, 10:30,, 12:00,, 13:15,, 18:00,","7:00,, 9:00,, 18:00,","","53.43356,14.51708","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Jana-Bosko_737","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz31_33.jpg"
"Kościół parafialny pw Najświętszego Odkupiciela","","Szczecin","ul. Ks. Jerzego Popiełuszki 10 A, 71-217 SZCZECIN","","","91/485-17-95, kom. 603/64.04.91, fax. 91/485-17-91"," Andrzej  Laskosz","8:30,, 10, 11:30,, 13:00,, 18:30,","08:00,:18:00,","","53.43901706,14.49060202","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Najswietszego-Odkupiciela_738","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz38_14.jpg"
"Kościół parafialny pw NMP  Matki Kościoła","","Szczecin","ul. Kościelna 2, 71-228 Szczecin-Bezrzecze","www.parafia-bezrzecze.pl","","kom. 796229696"," Adam  Auguściak","8.00,, 9:30,, 11:00,, 12:30,, 18:00,","Wt. 18:00,; Śr. 18:00,; Cz. 18:00,; Pt. 18:00,; So. 18:00, (Msza św. z formularza niedzielnego); ","","53.45844,14.46313","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-NMP-Matki-Kosciola_739","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz43_g45.jpg"
"Wąwelnica Kościół filialny","","Wąwelnica","ul. Daniela 18, 72-002 DOŁUJE","www.parafiadoluje.pl","jang44@wp.pl","kom. 603/26.47.21"," Jan  Gierlach","9:30,","Cz. 17:00,; ","","53.452346448480164,14.412539005279541","http://szczecin.kuria.pl/wspolnoty/koscioly/Wawelnica-Kosciol-filialny-_873","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m06_wa41.jpg"
"Kościół parafialny pw MB Szkaplerznej","","Wołczkowo","ul. Lipowa 36, 72-003 DOBRA SZCZECIŃSKA","","","91/311-22-40"," Marek  Cześnin","9:00,, 10:30,, 12:00,, 18:00,","18:00,","","53.47546,14.44344","http://szczecin.kuria.pl/wspolnoty/koscioly/Wolczkowo-Kosciol-parafialny-pw-MB-Szkaplerznej_740","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/w11_92_1.jpg"
"Barnisław Kościół filialny","","Barnisław","ul. Kołbaskowo 84, 72-001 KOŁBASKOWO","","","91/311-95-24, kom. 692/10.44.14"," Krzysztof  Tracz","10:30,","Cz. 18:00,; ","","53.36499,14.40782","http://szczecin.kuria.pl/wspolnoty/koscioly/Barnislaw-Kosciol-filialny-_743","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k09_ba32.jpg"
"Kamieniec Kościół filialny","","Kamieniec","ul. Kołbaskowo 84, 72-001 KOŁBASKOWO","","","91/311-95-24, kom. 692/10.44.14"," Krzysztof  Tracz","09:15,","Cz. 17:00,; ","","53.31002,14.43795","http://szczecin.kuria.pl/wspolnoty/koscioly/Kamieniec-Kosciol-filialny-_742","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k09_ka23.jpg"
"Karwowo Kościół filialny","","Karwowo","ul. Przecław 26, 72-005 PRZECŁAW 26","www.nnmp.pl; facebook.com/nnmpprzeclaw; twitter: @nnmpproboszcz","nawiedzenia@szczecin.opoka.org.pl","91/311-77-15; wikari, fax. 91/311-77-15"," Tomasz  Zaklukiewicz","14:00,","08:00,","","53.37282,14.43605","http://szczecin.kuria.pl/wspolnoty/koscioly/Karwowo-Kosciol-filialny-_745","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/p15_k03.jpg"
"Kościół parafialny pw Świętej Trójcy","","Kołbaskowo","ul. Kołbaskowo 84, 72-001 KOŁBASKOWO","","","91/311-95-24, kom. 692/10.44.14"," Krzysztof  Tracz","08:00,, 12:00,","Pn. 09:00,; Wt. 18:00,; Śr. 18:00,; Pt. 18:00,; So. 18:00,; ","","53.33603,14.43823","http://szczecin.kuria.pl/wspolnoty/koscioly/Kolbaskowo-Kosciol-parafialny-pw-Swietej-Trojcy_741","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k09_45.jpg"
"Kościół parafialny pw Nawiedzenia NMP","","Przecław","ul. Przecław 26, 72-005 PRZECŁAW 26","www.nnmp.pl; facebook.com/nnmpprzeclaw; twitter: @nnmpproboszcz","nawiedzenia@szczecin.opoka.org.pl","91/311-77-15; wikari, fax. 91/311-77-15"," Tomasz  Zaklukiewicz","9:00,, 10:30,, 12:00,, 13:30,, 18:00,, 19:30,","18:00,","","53.37520,14.47175","http://szczecin.kuria.pl/wspolnoty/koscioly/Przeclaw-Kosciol-parafialny-pw-Nawiedzenia-NMP_744","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/p15_55.jpg"
"Kościół parafialny pw MB Różańcowej","","Szczecin","ul. Lwowska 1, 71-020 SZCZECIN","www.salezjaniegumience.pl","salezjaniegumience@op.pl","91/483-15-80, fax. 91/483-15-80"," Tomasz  Motyka","7:00,, 8:00,, 9:00,, 10:30,, 12:00,, 13:15,, 18:30,","07:00,, 18:30,","","53.41201,14.49331","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-MB-Rozancowej_746","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz06_26_1.jpg"
"Kościół parafialny pw św. Józefa Oblub. NMP","","Szczecin","ul. Połabska 1, 70-115 SZCZECIN","www.swietyjozef.szczecin.pl","isokalski@wp.pl","91/482-30-32, kom. 502/90.70.75"," Ireneusz  Sokalski","7:00,, 8:30,, 10:00,, 11:30,, 13:00,, 14:00,/ dla niesłyszacych/, 18:00,, 19:00,/ akademicka/","7:00,, 18:00,","","53.40795856,14.53499794","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Jozefa-Oblub-NMP_747","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz15_71.jpg"
"Kościół parafialny pw św. Maksymiliana Marii","","Szczecin","ul. Włościańska 67/69, 70-021 SZCZECIN","www.smmkolbe.pl","parafiamaksymilian@op.pl","91/482-10-24"," Wojciech  Musiałek","7:00,, 8:30,, 10:00,, 11:30,, 13:00,, 18:00,","07:00,, 18:00,","","53.39630,14.52867","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Maksymiliana-Marii_748","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz16_118.jpg"
"Kościół parafialny pw Matki Bożej Jasnogórskiej","","Szczecin","ul. Orawska 3, 70-131 SZCZECIN","mbj.szczecin.pl","","91-482-33-14, fax. 91-482-33-14"," Andrzej  Buczma","7:00,, 8:30,, 10:00,, 11:30, z udziałem dzieci, 13:00,, 18:00,, 19:30,","6:30,, 7:00,, 18:00,","","53.40562,14.52308","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Matki-Bozej-Jasnogorskiej_749","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz23_46.jpg"
"Kościół parafialny pw Przemienienia Pańskiego","","Szczecin","ul. św. Kingi 3, 71-032 SZCZECIN","www.przemienienie.logos.pl","przemienienie.szczecin@gmail.com","91/483-56-15"," Zygmunt  Wichrowski","8:00,, 9:30,, 11:00,, 12:30,, 13.45,, 18:00,, 19.30,","Pn. 07:00, 18:00,; Wt. 07:00, 18:00,; Śr. 07:00, 18:00,; Cz. 07:00, 18:00,; Pt. 07:00, 18:00,; So. 07:00, 18:00,, 19:00,; ","","53.42078,14.49166","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Przemienienia-Panskiego_750","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/tmp_20130912_091818-11476367035.jpg"
"Binowo Kościół filialny","","Binowo","ul. Niklowa 1, 70-747 SZCZECIN","parafiaapostolow.pl","biuro@parafiaapostolow.pl","91/460-93-02, fax. 91/460-93-02"," Krzysztof  Rytwiński","","So. 16:30,; ","","53.30685,14.64969","http://szczecin.kuria.pl/wspolnoty/koscioly/Binowo-Kosciol-filialny-_757","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz13_b25.jpg"
"Chlebowo Kościół filialny pw Św Huberta","","Chlebowo","ul. Kościelna 1, 74-107 DALESZEWO","www.parafia.radziszewo.net","mimasko@interia.pl","91/416-01-16, kom. 725/42.45.55."," Mariusz  Kozicki","10:00,","Wt. 18:00,; ","","53.30878,14.59540","http://szczecin.kuria.pl/wspolnoty/koscioly/Chlebowo-Kosciol-filialny-pw-Sw-Huberta_752","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/Chlebowo.jpg"
"Kołowo Kościół filialny","","Kołowo","ul. Niklowa 1, 70-747 SZCZECIN","parafiaapostolow.pl","biuro@parafiaapostolow.pl","91/460-93-02, fax. 91/460-93-02"," Krzysztof  Rytwiński","","So. 15:00,; ","","53.32513,14.68124","http://szczecin.kuria.pl/wspolnoty/koscioly/Kolowo-Kosciol-filialny-_758","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz13_k24.jpg"
"Kościół parafialny pw MB Królowej Polski","","Radziszewo","ul. Kościelna 1, 74-107 DALESZEWO","www.parafia.radziszewo.net","mimasko@interia.pl","91/416-01-16, kom. 725/42.45.55."," Mariusz  Kozicki","08:30, 13:00,","Śr. 18:00,; Pt. 18:00,; So. 18:30,; ","","53.324191046,14.5418000","http://szczecin.kuria.pl/wspolnoty/koscioly/Radziszewo-Kosciol-parafialny-pw-MB-Krolowej-Polski_751","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/r04_41.jpg"
"Stare Brynki Kościół filialny pw Św Faustyny","","Stare Brynki","ul. Kościelna 1, 74-107 DALESZEWO","www.parafia.radziszewo.net","mimasko@interia.pl","91/416-01-16, kom. 725/42.45.55."," Mariusz  Kozicki","11:00,","Cz. 18:00,; ","","53.29416,14.55713","http://szczecin.kuria.pl/wspolnoty/koscioly/Stare-Brynki-Kosciol-filialny-pw-Sw-Faustyny_753","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/St.Brynki.jpg"
"Kościół parafialny pw św. Stanisława BM","","Szczecin","ul. Kolorowych Domów 2, 70-781 SZCZECIN","www.stanislaw-bm.szczecin.pl","jfilipek@szczecin.opoka.org.pl","91/463-33-28, fax. 91/463-33-28"," Józef  Filipek","7:00,, 8:30,, 10, 11:30,, 13:00,, 18:00,, 19:30,","08:00,, 18:00,","","53.36659,14.65128","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Stanislawa-BM_754","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz07_28.jpg"
"Kościół parafialny pw Niep. Serca NMP","","Szczecin","ul. Rydla 61, 70-783 SZCZECIN","www.fatima.szczecin.pl","kustosz@fatima.szczecin.pl","91/471-22-33"," Henryk  Silko","7:00,, 8:30,, 10:00,, 11:30,, 13:00,, 18:00,, 19:00,","7:00,, 8:30,, 12:00,, 18:00,","","53.38288,14.65824","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Niep-Serca-NMP_755","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz10_080.jpg"
"Kościół parafialny pw św. Ap. Piotra i Pawła","","Szczecin","ul. Niklowa 1, 70-747 SZCZECIN","parafiaapostolow.pl","biuro@parafiaapostolow.pl","91/460-93-02, fax. 91/460-93-02"," Krzysztof  Rytwiński","7:00,, 9:00,, 10:30,, 12:00,, 13:15,, 18:00,","07:00, 18:00,","","53.36908,14.59876","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Ap-Piotra-i-Pawla_756","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz13_44.jpg"
"Kościół parafialny pw Świętego Ducha","","Szczecin","ul. Młodzieży Polskiej 17, 70-774 SZCZECIN","www.tchr.org/zdroje/","","91/461-21-45, fax. 91/431-22-90"," Ryszard  Szymanik","7:00,, 9:00,, 10:30,, 12:00,, 13:30,, 16:00,, 18:00,","07:00,, 18:00,","","53.38029,14.63386","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Swietego-Ducha_759","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz20_69.jpg"
"Kościół parafialny pw Niep. Poczęcia NMP","","Szczecin","ul. Srebrna 8, 70-704 SZCZECIN","","","91/460-61-77"," Jarosław  Bilicki","8:00,, 10, 11:30,, 18:00,","Pn. 09:00,; Wt. 18:00,; Śr. 18:00,; Cz. 18:00,; Pt. 18:00,; So. 18:00,; ","","53.34628,14.57470","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Niep-Poczecia-NMP_761","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz34_48.jpg"
"Kościół parafialny pw Opatrzności Bożej","","Szczecin","ul. Marii Dąbrowskiej 19, 70-785 SZCZECIN","opatrznosc.eparafia.pl","","91/464-23-42"," Tadeusz  Szponar","7:30,, 9:00,, 10:30,, 12:00,, 13:30,, 18:00,","7:00,, 18:00,","","53.37766,14.66622","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Opatrznosci-Bozej_762","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz39_89.jpg"
"Kościół parafialny pw św. Jadwigi Królowej","","Szczecin","ul. Orla 12, 70-792 SZCZECIN","","","91/463-43-05"," Emanuel  Lose","9:00,, 11:00,, 12:15,, 18:00,","Pn. 18:00,; Wt. 09:00,; Śr. 18:00,; Cz. 09:00,; Pt. 18:00,; So. 09:00,; ","","53.37349,14.68964","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Jadwigi-Krolowej_763","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz42_75.jpg"
"Kościół parafialny pw Chrystusa Dobrego Pasterza","","Szczecin","ul. Ks. Abpa Zygmunta Kamińskiego 1, 70-781 SZCZECIN","www.dobrypasterz.szczecin.pl","parafia@dobrypasterz.szczecin.pl","91/463-49-10"," Andrzej  Pastuszak","9:00,, 10:30,, 12:00,, 19:00,","9:00,, 18:00,","","53.36954203,14.64716792","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-Chrystusa-Dobrego-Pasterza_764","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz44_092.jpg"
"Kaplica","","Szpital","ul. Młodzieży Polskiej 17, 70-774 SZCZECIN","www.tchr.org/zdroje/","","91/461-21-45, fax. 91/431-22-90"," Ryszard  Szymanik","15:00,","So. 13:00,; ","","53.37202,14.64210","http://szczecin.kuria.pl/wspolnoty/koscioly/Szpital-Kaplica-_760","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/sz20_69.jpg"
"Kościół parafialny","","1 (dolny)","ul. Pocztowa 22, 70-361 SZCZECIN","www.bobola.eu","szczecin@jezuici.pl","91/484-47-36, fax. 91/484-39-92"," Bogusław  Choma","10:00,, 11:15,, 12:30,","","","53.42966,14.53338","http://szczecin.kuria.pl/wspolnoty/koscioly/1-dolny-Kosciol-parafialny-_766","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/sz24_12.jpg"
"Kaplica","","3 szpitalna","ul. Bogurodzicy 3 a, 70-400 SZCZECIN","www.bazylika.szczecin.pl","a.ziejewski@kuria.pl","91/431-43-76, fax. 91/431-43-75"," Aleksander  Ziejewski","14:30,","","","53.42258,14.54716","http://szczecin.kuria.pl/wspolnoty/koscioly/3-szpitalna-Kaplica-_771",""
"Kaplica","","3 więzienna","ul. Bogurodzicy 3 a, 70-400 SZCZECIN","www.bazylika.szczecin.pl","a.ziejewski@kuria.pl","91/431-43-76, fax. 91/431-43-75"," Aleksander  Ziejewski","wg potrzeb","So. wg potrzeb; ","","53.42309,14.54772","http://szczecin.kuria.pl/wspolnoty/koscioly/3-wiezienna-Kaplica-_770",""
"Kaplica","","3-szpital Arkońska","ul. Świętego Ducha 9, 70-205 SZCZECIN","www.pallotyni.szczecin.pl/","","91/434-35-02, fax. 91/434-35-02"," Piotr  Bieniek","09:00,, 10:00,, 11:00,","Wt. 15:00,; Śr. 15:00,; Cz. 15:00,; Pt. 15:00,; ","","53.45263,14.52651","http://szczecin.kuria.pl/wspolnoty/koscioly/3szpital-Arkonska-Kaplica-_774","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/sz27_49.jpg"
"Kaplica","","3-szpital Unia Lubelska","ul. Świętego Ducha 9, 70-205 SZCZECIN","www.pallotyni.szczecin.pl/","","91/434-35-02, fax. 91/434-35-02"," Piotr  Bieniek","09:00, 11:00,","15:00,","","53.44850,14.50466","http://szczecin.kuria.pl/wspolnoty/koscioly/3szpital-Unia-Lubelska-Kaplica-_773","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/sz27_49.jpg"
"Kościół parafialny pw św. Andrzeja Boboli","","Szczecin","ul. Pocztowa 22, 70-361 SZCZECIN","www.bobola.eu","szczecin@jezuici.pl","91/484-47-36, fax. 91/484-39-92"," Bogusław  Choma","7:00,, 8:00,, 9:30,, 11:00,, 12:30,, 17:00,, 19:00,","6:30,, 7:00,, 8:00,, 18:00,","","53.42966,14.53338","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Andrzeja-Boboli_765","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz24_12.jpg"
"Kościół parafialny pw św. Jakuba Ap.","","Szczecin","ul. św. Jakuba 1, 70-543 SZCZECIN","katedra.szczecin.pl","","91/433-93-00, kom. 507/01.30.11"," Dariusz  Knapik","7:30,, 9:00,, 10:30,, 12:00,, 18:00,, 21:00,","7:00,, 12:00,, 18:00,","","53.42462,14.55621","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Jakuba-Ap_768","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz25_233.jpg"
"Kościół parafialny pw św. Jana Ewangelisty","","Szczecin","ul. Świętego Ducha 9, 70-205 SZCZECIN","www.pallotyni.szczecin.pl/","","91/434-35-02, fax. 91/434-35-02"," Piotr  Bieniek","8:00,, 10, 12:00,, 18:00,","7:00,, 15:00,, 18:00,","","53.42245,14.55760","http://szczecin.kuria.pl/wspolnoty/koscioly/Szczecin-Kosciol-parafialny-pw-sw-Jana-Ewangelisty_772","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/sz27_49.jpg"
